index,osmid,y,x,highway,street_count,ref,geometry
0,42421728,40.7980478,-73.9600437,traffic_signals,3,,POINT (-73.9600437 40.7980478)
1,42421731,40.7986542,-73.9614745,traffic_signals,4,,POINT (-73.9614745 40.7986542)
2,42421737,40.7992437,-73.9628734,traffic_signals,4,,POINT (-73.9628734 40.7992437)
3,42421741,40.8004295,-73.9656909,traffic_signals,4,,POINT (-73.9656909 40.8004295)
4,42421745,40.8013981,-73.9679955,traffic_signals,4,,POINT (-73.9679955 40.8013981)
5,42421749,40.8016452,-73.9685741,traffic_signals,4,,POINT (-73.9685741 40.8016452)
6,42421751,40.8022679,-73.9700504,,3,,POINT (-73.9700504 40.8022679)
7,42421769,40.7826383,-73.9750067,traffic_signals,3,,POINT (-73.9750067 40.7826383)
8,42421772,40.783828,-73.9778254,traffic_signals,4,,POINT (-73.9778254 40.783828)
9,42421775,40.7845691,-73.9795827,traffic_signals,4,,POINT (-73.9795827 40.7845691)
10,42421776,40.7850352,-73.9806732,traffic_signals,4,,POINT (-73.9806732 40.7850352)
11,42421778,40.7855915,-73.9820041,,3,,POINT (-73.9820041 40.7855915)
12,42421783,40.8593291,-73.9313239,traffic_signals,4,,POINT (-73.9313239 40.8593291)
13,42421785,40.858744,-73.930122,,3,,POINT (-73.930122 40.858744)
14,42421786,40.859012,-73.927625,,3,,POINT (-73.927625 40.859012)
15,42421791,40.859944,-73.926786,,3,,POINT (-73.926786 40.859944)
16,42421800,40.7839869,-73.9703125,traffic_signals,3,,POINT (-73.9703125 40.7839869)
17,42421803,40.7851818,-73.9731496,traffic_signals,4,,POINT (-73.9731496 40.7851818)
18,42421806,40.7863627,-73.9759753,traffic_signals,4,,POINT (-73.9759753 40.7863627)
19,42421809,40.7870877,-73.9776927,traffic_signals,4,,POINT (-73.9776927 40.7870877)
20,42421810,40.7875711,-73.9788225,traffic_signals,4,,POINT (-73.9788225 40.7875711)
21,42421820,40.788486,-73.9810702,traffic_signals,3,,POINT (-73.9810702 40.788486)
22,42421828,40.725326,-73.976212,,3,,POINT (-73.976212 40.725326)
23,42421852,40.8126219,-73.9568234,traffic_signals,3,,POINT (-73.9568234 40.8126219)
24,42421857,40.8138307,-73.9598214,traffic_signals,4,,POINT (-73.9598214 40.8138307)
25,42421865,40.814184,-73.9606929,,3,,POINT (-73.9606929 40.814184)
26,42421877,40.7328569,-73.9959291,traffic_signals,4,,POINT (-73.9959291 40.7328569)
27,42421889,40.7341463,-73.9991816,traffic_signals,4,,POINT (-73.9991816 40.7341463)
28,42421941,40.7042693,-74.0087265,,3,,POINT (-74.0087265 40.7042693)
29,42421946,40.7038639,-74.008386,,3,,POINT (-74.008386 40.7038639)
30,42421951,40.7033264,-74.0077746,traffic_signals,4,,POINT (-74.0077746 40.7033264)
31,42421960,40.7041084,-74.0089696,traffic_signals,4,,POINT (-74.0089696 40.7041084)
32,42421965,40.7032048,-74.0079952,traffic_signals,4,,POINT (-74.0079952 40.7032048)
33,42421969,40.7692956,-73.9810586,traffic_signals,3,,POINT (-73.9810586 40.7692956)
34,42421972,40.7697925,-73.982236,traffic_signals,4,,POINT (-73.982236 40.7697925)
35,42421974,40.7704797,-73.9838597,traffic_signals,3,,POINT (-73.9838597 40.7704797)
36,42421982,40.7716605,-73.986677,traffic_signals,4,,POINT (-73.986677 40.7716605)
37,42421985,40.7728633,-73.9895402,traffic_signals,4,,POINT (-73.9895402 40.7728633)
38,42421993,40.787235,-73.9679404,traffic_signals,3,,POINT (-73.9679404 40.787235)
39,42421996,40.7884325,-73.9707862,traffic_signals,4,,POINT (-73.9707862 40.7884325)
40,42422000,40.7896131,-73.9736025,traffic_signals,4,,POINT (-73.9736025 40.7896131)
41,42422006,40.7902583,-73.9751294,traffic_signals,4,,POINT (-73.9751294 40.7902583)
42,42422016,40.7908218,-73.9764487,traffic_signals,4,,POINT (-73.9764487 40.7908218)
43,42422018,40.7917878,-73.978619,traffic_signals,3,,POINT (-73.978619 40.7917878)
44,42422026,40.7115871,-74.0157971,traffic_signals,3,,POINT (-74.0157971 40.7115871)
45,42422028,40.7110047,-74.0143969,traffic_signals,3,,POINT (-74.0143969 40.7110047)
46,42422038,40.7096669,-74.0116583,traffic_signals,3,,POINT (-74.0116583 40.7096669)
47,42422042,40.7091731,-74.0105706,traffic_signals,4,,POINT (-74.0105706 40.7091731)
48,42422050,40.708614,-74.009371,,4,,POINT (-74.009371 40.708614)
49,42422053,40.7077219,-74.008269,,4,,POINT (-74.008269 40.7077219)
50,42422086,40.8016439,-73.9333873,,3,,POINT (-73.9333873 40.8016439)
51,42422110,40.8021471,-73.9337706,,3,,POINT (-73.9337706 40.8021471)
52,42422168,40.8021545,-73.9328935,,3,,POINT (-73.9328935 40.8021545)
53,42422258,40.748197,-74.00742,traffic_signals,3,,POINT (-74.00742 40.748197)
54,42422270,40.7062566,-74.0027542,motorway_junction,3,2,POINT (-74.0027542 40.7062566)
55,42422283,40.7094916,-74.001657,traffic_signals,5,,POINT (-74.001657 40.7094916)
56,42422399,40.7879993,-73.9827522,,3,,POINT (-73.9827522 40.7879993)
57,42422449,40.8007075,-73.9311515,,3,,POINT (-73.9311515 40.8007075)
58,42422509,40.7381466,-73.9736517,,3,,POINT (-73.9736517 40.7381466)
59,42422592,40.7849764,-73.9826519,traffic_signals,4,,POINT (-73.9826519 40.7849764)
60,42422899,40.7456883,-73.9721236,traffic_signals,4,,POINT (-73.9721236 40.7456883)
61,42423020,40.7460881,-73.9749735,traffic_signals,4,,POINT (-73.9749735 40.7460881)
62,42423039,40.7163982,-73.9757407,,3,,POINT (-73.9757407 40.7163982)
63,42423051,40.718847,-73.9748036,traffic_signals,4,,POINT (-73.9748036 40.718847)
64,42423070,40.7835314,-73.9853322,motorway_junction,3,,POINT (-73.9853322 40.7835314)
65,42423101,40.8442415,-73.9337078,traffic_signals,4,,POINT (-73.9337078 40.8442415)
66,42423116,40.846152,-73.932313,traffic_signals,3,,POINT (-73.932313 40.846152)
67,42423170,40.8026802,-73.9326159,motorway_junction,3,,POINT (-73.9326159 40.8026802)
68,42423189,40.8033683,-73.9329255,traffic_signals,4,,POINT (-73.9329255 40.8033683)
69,42423203,40.802694,-73.9334099,traffic_signals,4,,POINT (-73.9334099 40.802694)
70,42423295,40.7132542,-73.9775923,traffic_signals,4,,POINT (-73.9775923 40.7132542)
71,42423296,40.7124667,-73.9777769,,3,,POINT (-73.9777769 40.7124667)
72,42423307,40.71075,-73.9814926,,3,,POINT (-73.9814926 40.71075)
73,42423456,40.7237914,-74.006113,traffic_signals,5,,POINT (-74.006113 40.7237914)
74,42423514,40.724504,-74.007029,,4,,POINT (-74.007029 40.724504)
75,42423549,40.721087,-73.9747151,motorway_junction,3,5,POINT (-73.9747151 40.721087)
76,42423564,40.7589831,-73.9645095,traffic_signals,3,,POINT (-73.9645095 40.7589831)
77,42423565,40.7596426,-73.9640002,traffic_signals,4,,POINT (-73.9640002 40.7596426)
78,42423579,40.7595738,-73.960551,,3,,POINT (-73.960551 40.7595738)
79,42423674,40.766876,-73.979076,traffic_signals,3,,POINT (-73.979076 40.766876)
80,42423752,40.7620775,-73.9619964,traffic_signals,4,,POINT (-73.9619964 40.7620775)
81,42423774,40.738339,-73.9738156,,3,,POINT (-73.9738156 40.738339)
82,42423832,40.7587817,-73.998505,,3,,POINT (-73.998505 40.7587817)
83,42423836,40.7593876,-73.9969538,,3,,POINT (-73.9969538 40.7593876)
84,42423847,40.7588687,-73.9992001,,3,,POINT (-73.9992001 40.7588687)
85,42423885,40.7577433,-73.9968456,traffic_signals,4,,POINT (-73.9968456 40.7577433)
86,42424025,40.7828748,-73.9437833,traffic_signals,5,,POINT (-73.9437833 40.7828748)
87,42424032,40.780311,-73.9856862,traffic_signals,3,,POINT (-73.9856862 40.780311)
88,42424089,40.7606212,-73.9643559,traffic_signals,5,,POINT (-73.9643559 40.7606212)
89,42424117,40.7944866,-73.9318124,,3,,POINT (-73.9318124 40.7944866)
90,42424133,40.793757,-73.9322765,,3,,POINT (-73.9322765 40.793757)
91,42424142,40.769641,-73.9484005,,3,,POINT (-73.9484005 40.769641)
92,42424145,40.7687032,-73.9491341,,3,,POINT (-73.9491341 40.7687032)
93,42424218,40.7693848,-73.9950304,traffic_signals,3,,POINT (-73.9950304 40.7693848)
94,42424225,40.7794865,-73.9735934,traffic_signals,3,,POINT (-73.9735934 40.7794865)
95,42424235,40.8171783,-73.9344659,stop,4,,POINT (-73.9344659 40.8171783)
96,42424258,40.7217241,-74.0067668,motorway_junction,3,1,POINT (-74.0067668 40.7217241)
97,42424334,40.7211998,-74.0079995,motorway_junction,3,2,POINT (-74.0079995 40.7211998)
98,42424347,40.7209099,-74.0078146,motorway_junction,3,3,POINT (-74.0078146 40.7209099)
99,42424354,40.7208183,-74.0075453,motorway_junction,3,4,POINT (-74.0075453 40.7208183)
100,42424408,40.7219848,-74.0082309,traffic_signals,4,,POINT (-74.0082309 40.7219848)
101,42424439,40.7916758,-73.964694,traffic_signals,4,,POINT (-73.964694 40.7916758)
102,42424531,40.8295918,-73.9352393,,3,,POINT (-73.9352393 40.8295918)
103,42424551,40.8305218,-73.9355839,,3,,POINT (-73.9355839 40.8305218)
104,42424576,40.8304127,-73.9363638,,3,,POINT (-73.9363638 40.8304127)
105,42424610,40.7206456,-74.008466,traffic_signals,5,,POINT (-74.008466 40.7206456)
106,42424619,40.7237578,-74.0079297,traffic_signals,5,,POINT (-74.0079297 40.7237578)
107,42424630,40.7244054,-74.0070994,,3,,POINT (-74.0070994 40.7244054)
108,42424641,40.7146195,-73.9768477,stop,3,,POINT (-73.9768477 40.7146195)
109,42424672,40.7593001,-73.9592658,traffic_signals,4,,POINT (-73.9592658 40.7593001)
110,42424679,40.8202619,-73.9594899,crossing,3,,POINT (-73.9594899 40.8202619)
111,42424698,40.8232976,-73.9570228,,3,,POINT (-73.9570228 40.8232976)
112,42424701,40.8197265,-73.9601312,,3,,POINT (-73.9601312 40.8197265)
113,42424703,40.8186803,-73.9610583,traffic_signals,3,,POINT (-73.9610583 40.8186803)
114,42424706,40.8180007,-73.9618103,,3,,POINT (-73.9618103 40.8180007)
115,42424757,40.8069238,-73.9355669,traffic_signals,4,,POINT (-73.9355669 40.8069238)
116,42424758,40.80669,-73.9349387,,3,,POINT (-73.9349387 40.80669)
117,42424789,40.7576654,-73.9948115,traffic_signals,4,,POINT (-73.9948115 40.7576654)
118,42424851,40.784623,-73.9698495,traffic_signals,3,,POINT (-73.9698495 40.784623)
119,42424864,40.7244132,-74.0059302,traffic_signals,3,,POINT (-74.0059302 40.7244132)
120,42424937,40.8105617,-73.967223,motorway_junction,3,,POINT (-73.967223 40.8105617)
121,42425088,40.8176607,-73.9610256,traffic_signals,4,,POINT (-73.9610256 40.8176607)
122,42425100,40.715649,-73.977917,,3,,POINT (-73.977917 40.715649)
123,42425127,40.7917218,-73.9529821,traffic_signals,3,,POINT (-73.9529821 40.7917218)
124,42425188,40.7856025,-73.9841323,,2,,POINT (-73.9841323 40.7856025)
125,42425232,40.7923773,-73.9641772,traffic_signals,4,,POINT (-73.9641772 40.7923773)
126,42425242,40.8203291,-73.9596517,,3,,POINT (-73.9596517 40.8203291)
127,42425348,40.7954937,-73.9760092,traffic_signals,4,,POINT (-73.9760092 40.7954937)
128,42425417,40.8282864,-73.9348645,,3,,POINT (-73.9348645 40.8282864)
129,42425425,40.8158343,-73.9344443,,3,,POINT (-73.9344443 40.8158343)
130,42425484,40.814759,-73.9343888,,3,,POINT (-73.9343888 40.814759)
131,42425570,40.7942085,-73.9628541,traffic_signals,3,,POINT (-73.9628541 40.7942085)
132,42425681,40.7993152,-73.929126,motorway_junction,3,18,POINT (-73.929126 40.7993152)
133,42425747,40.8034625,-73.9312143,,3,,POINT (-73.9312143 40.8034625)
134,42425758,40.8310238,-73.93598,traffic_signals,3,,POINT (-73.93598 40.8310238)
135,42425780,40.8668739,-73.930985,,3,,POINT (-73.930985 40.8668739)
136,42425955,40.7143955,-74.0005026,traffic_signals,3,,POINT (-74.0005026 40.7143955)
137,42425959,40.8692662,-73.9318334,,1,,POINT (-73.9318334 40.8692662)
138,42426060,40.7239092,-74.0075216,,3,,POINT (-74.0075216 40.7239092)
139,42426089,40.723454,-74.0074947,,3,,POINT (-74.0074947 40.723454)
140,42426135,40.8039382,-73.9323444,,4,,POINT (-73.9323444 40.8039382)
141,42426374,40.7982188,-73.952396,traffic_signals,3,,POINT (-73.952396 40.7982188)
142,42426418,40.7602431,-73.9515065,,3,,POINT (-73.9515065 40.7602431)
143,42426665,40.8337341,-73.9376003,,4,,POINT (-73.9376003 40.8337341)
144,42426747,40.7024415,-74.0128371,traffic_signals,4,,POINT (-74.0128371 40.7024415)
145,42426799,40.8025637,-73.9303673,motorway_junction,3,17,POINT (-73.9303673 40.8025637)
146,42426805,40.7923959,-73.9367868,,3,,POINT (-73.9367868 40.7923959)
147,42426810,40.834924,-73.9354669,,3,,POINT (-73.9354669 40.834924)
148,42426816,40.7472955,-73.9758273,traffic_signals,4,,POINT (-73.9758273 40.7472955)
149,42426851,40.74693,-73.9692725,,3,,POINT (-73.9692725 40.74693)
150,42426865,40.7374172,-73.974504,motorway_junction,3,7,POINT (-73.974504 40.7374172)
151,42426875,40.7369776,-73.9749044,,3,,POINT (-73.9749044 40.7369776)
152,42426928,40.7624373,-73.9479808,,1,,POINT (-73.9479808 40.7624373)
153,42426931,40.7629715,-73.949099,,3,,POINT (-73.949099 40.7629715)
154,42426957,40.806301,-73.9348501,,3,,POINT (-73.9348501 40.806301)
155,42426968,40.8179047,-73.9342503,,3,,POINT (-73.9342503 40.8179047)
156,42426971,40.8188825,-73.9343644,motorway_junction,3,22,POINT (-73.9343644 40.8188825)
157,42427009,40.7904084,-73.9367296,motorway_junction,3,15,POINT (-73.9367296 40.7904084)
158,42427016,40.847737,-73.9311538,,3,,POINT (-73.9311538 40.847737)
159,42427030,40.7652696,-73.9521462,,3,,POINT (-73.9521462 40.7652696)
160,42427036,40.7665323,-73.9510157,,3,,POINT (-73.9510157 40.7665323)
161,42427070,40.7566077,-73.9558339,,3,,POINT (-73.9558339 40.7566077)
162,42427086,40.8353715,-73.9441039,traffic_signals,4,,POINT (-73.9441039 40.8353715)
163,42427112,40.8363811,-73.9445746,traffic_signals,4,,POINT (-73.9445746 40.8363811)
164,42427115,40.8370771,-73.9442977,traffic_signals,4,,POINT (-73.9442977 40.8370771)
165,42427122,40.8377866,-73.9440172,traffic_signals,4,,POINT (-73.9440172 40.8377866)
166,42427126,40.8384634,-73.9437512,traffic_signals,4,,POINT (-73.9437512 40.8384634)
167,42427128,40.839174,-73.943465,traffic_signals,3,,POINT (-73.943465 40.839174)
168,42427133,40.8401941,-73.9430682,traffic_signals,4,,POINT (-73.9430682 40.8401941)
169,42427136,40.8421541,-73.9422847,traffic_signals,3,,POINT (-73.9422847 40.8421541)
170,42427139,40.8428216,-73.9420178,traffic_signals,4,,POINT (-73.9420178 40.8428216)
171,42427143,40.8434507,-73.9416342,traffic_signals,4,,POINT (-73.9416342 40.8434507)
172,42427146,40.8440509,-73.9411456,traffic_signals,4,,POINT (-73.9411456 40.8440509)
173,42427150,40.844695,-73.9408022,traffic_signals,4,,POINT (-73.9408022 40.844695)
174,42427152,40.8453757,-73.9405244,traffic_signals,4,,POINT (-73.9405244 40.8453757)
175,42427156,40.8460446,-73.9402488,traffic_signals,3,,POINT (-73.9402488 40.8460446)
176,42427159,40.8465308,-73.9400565,traffic_signals,3,,POINT (-73.9400565 40.8465308)
177,42427164,40.8472122,-73.9397798,traffic_signals,4,,POINT (-73.9397798 40.8472122)
178,42427168,40.847842,-73.9395229,traffic_signals,4,,POINT (-73.9395229 40.847842)
179,42427185,40.8499781,-73.9386594,traffic_signals,4,,POINT (-73.9386594 40.8499781)
180,42427190,40.850909,-73.938284,traffic_signals,4,,POINT (-73.938284 40.850909)
181,42427196,40.852128,-73.937819,traffic_signals,4,,POINT (-73.937819 40.852128)
182,42427206,40.85338,-73.937435,traffic_signals,3,,POINT (-73.937435 40.85338)
183,42427212,40.8551136,-73.9369042,traffic_signals,3,,POINT (-73.9369042 40.8551136)
184,42427216,40.857109,-73.935602,traffic_signals,4,,POINT (-73.935602 40.857109)
185,42427236,40.7116883,-74.0058474,traffic_signals,3,,POINT (-74.0058474 40.7116883)
186,42427242,40.710185,-74.0042501,traffic_signals,3,,POINT (-74.0042501 40.710185)
187,42427249,40.706993,-74.0064696,,3,,POINT (-74.0064696 40.706993)
188,42427251,40.706375,-74.005691,,4,,POINT (-74.005691 40.706375)
189,42427254,40.7059974,-74.0052131,,4,,POINT (-74.0052131 40.7059974)
190,42427256,40.705408,-74.0044743,,3,,POINT (-74.0044743 40.705408)
191,42427278,40.7136151,-74.0035586,traffic_signals,3,,POINT (-74.0035586 40.7136151)
192,42427300,40.715168,-74.0021328,traffic_signals,4,,POINT (-74.0021328 40.715168)
193,42427305,40.7157533,-74.0016876,traffic_signals,4,,POINT (-74.0016876 40.7157533)
194,42427307,40.71693,-74.000818,traffic_signals,3,,POINT (-74.000818 40.71693)
195,42427311,40.717619,-74.000274,traffic_signals,4,,POINT (-74.000274 40.717619)
196,42427316,40.718016,-73.9999554,traffic_signals,4,,POINT (-73.9999554 40.718016)
197,42427319,40.7186723,-73.9994292,traffic_signals,3,,POINT (-73.9994292 40.7186723)
198,42427322,40.718913,-73.999234,,3,,POINT (-73.999234 40.718913)
199,42427324,40.7198029,-73.9985112,traffic_signals,4,,POINT (-73.9985112 40.7198029)
200,42427327,40.7208344,-73.9976561,traffic_signals,4,,POINT (-73.9976561 40.7208344)
201,42427335,40.7152425,-73.9842337,traffic_signals,4,,POINT (-73.9842337 40.7152425)
202,42427337,40.7161377,-73.9836386,,3,,POINT (-73.9836386 40.7161377)
203,42427340,40.7166776,-73.9833624,,4,,POINT (-73.9833624 40.7166776)
204,42427345,40.717175,-73.9831071,,4,,POINT (-73.9831071 40.717175)
205,42427346,40.7183141,-73.9825206,traffic_signals,3,,POINT (-73.9825206 40.7183141)
206,42427352,40.7194618,-73.9819415,traffic_signals,4,,POINT (-73.9819415 40.7194618)
207,42427358,40.7206496,-73.9813453,traffic_signals,4,,POINT (-73.9813453 40.7206496)
208,42427369,40.7396792,-73.9909583,traffic_signals,4,,POINT (-73.9909583 40.7396792)
209,42427371,40.7410305,-73.9941671,traffic_signals,4,,POINT (-73.9941671 40.7410305)
210,42427374,40.742228,-73.997007,traffic_signals,4,,POINT (-73.997007 40.742228)
211,42427381,40.7434264,-73.9998513,traffic_signals,4,,POINT (-73.9998513 40.7434264)
212,42427386,40.7446399,-74.0027323,traffic_signals,4,,POINT (-74.0027323 40.7446399)
213,42427390,40.745816,-74.005535,traffic_signals,4,,POINT (-74.005535 40.745816)
214,42427393,40.746795,-74.0078599,traffic_signals,3,,POINT (-74.0078599 40.746795)
215,42427411,40.7081724,-74.0166109,,3,,POINT (-74.0166109 40.7081724)
216,42427412,40.708457,-74.017398,,5,,POINT (-74.017398 40.708457)
217,42427423,40.7435682,-73.9923179,traffic_signals,4,,POINT (-73.9923179 40.7435682)
218,42427426,40.744765,-73.9951595,traffic_signals,4,,POINT (-73.9951595 40.744765)
219,42427427,40.7459612,-73.998,traffic_signals,4,,POINT (-73.998 40.7459612)
220,42427477,40.7471747,-74.0008813,traffic_signals,4,,POINT (-74.0008813 40.7471747)
221,42427483,40.748355,-74.003684,traffic_signals,4,,POINT (-74.003684 40.748355)
222,42427494,40.7502334,-74.0082779,traffic_signals,4,,POINT (-74.0082779 40.7502334)
223,42427504,40.8716544,-73.9112343,,3,,POINT (-73.9112343 40.8716544)
224,42427507,40.8722414,-73.9126036,traffic_signals,4,,POINT (-73.9126036 40.8722414)
225,42427519,40.8123183,-73.9522263,,3,,POINT (-73.9522263 40.8123183)
226,42427523,40.81294,-73.95177,,3,,POINT (-73.95177 40.81294)
227,42427531,40.813567,-73.951322,,3,,POINT (-73.951322 40.813567)
228,42427538,40.814187,-73.95086,,3,,POINT (-73.95086 40.814187)
229,42427649,40.8179231,-73.9497399,,3,,POINT (-73.9497399 40.8179231)
230,42427735,40.8214875,-73.9485312,traffic_signals,4,,POINT (-73.9485312 40.8214875)
231,42427742,40.714251,-73.9808938,traffic_signals,3,,POINT (-73.9808938 40.714251)
232,42427744,40.7135531,-73.9808346,traffic_signals,4,,POINT (-73.9808346 40.7135531)
233,42427750,40.7115207,-73.9806225,,3,,POINT (-73.9806225 40.7115207)
234,42427762,40.7636536,-73.9734832,traffic_signals,4,,POINT (-73.9734832 40.7636536)
235,42427764,40.7639258,-73.974136,traffic_signals,3,,POINT (-73.974136 40.7639258)
236,42427768,40.855598,-73.927319,,3,,POINT (-73.927319 40.855598)
237,42427769,40.856182,-73.928716,traffic_signals,4,,POINT (-73.928716 40.856182)
238,42427773,40.8566083,-73.9297266,,3,,POINT (-73.9297266 40.8566083)
239,42427780,40.857841,-73.932043,traffic_signals,3,,POINT (-73.932043 40.857841)
240,42427782,40.8581161,-73.932977,,3,,POINT (-73.932977 40.8581161)
241,42427786,40.745301,-73.986846,traffic_signals,4,,POINT (-73.986846 40.745301)
242,42427787,40.7460483,-73.9886101,traffic_signals,4,,POINT (-73.9886101 40.7460483)
243,42427797,40.7466658,-73.9900676,traffic_signals,4,,POINT (-73.9900676 40.7466658)
244,42427805,40.7478717,-73.9929242,traffic_signals,4,,POINT (-73.9929242 40.7478717)
245,42427812,40.7490537,-73.9957298,traffic_signals,4,,POINT (-73.9957298 40.7490537)
246,42427821,40.7514485,-74.0014254,traffic_signals,4,,POINT (-74.0014254 40.7514485)
247,42427824,40.7526474,-74.0042757,traffic_signals,4,,POINT (-74.0042757 40.7526474)
248,42427828,40.7537821,-74.0070387,traffic_signals,4,,POINT (-74.0070387 40.7537821)
249,42427834,40.8134253,-73.9371434,,3,,POINT (-73.9371434 40.8134253)
250,42427844,40.8621121,-73.9300037,traffic_signals,3,,POINT (-73.9300037 40.8621121)
251,42427846,40.8622107,-73.9296676,,3,,POINT (-73.9296676 40.8622107)
252,42427849,40.8626215,-73.9286059,,3,,POINT (-73.9286059 40.8626215)
253,42427852,40.862926,-73.927766,traffic_signals,4,,POINT (-73.927766 40.862926)
254,42427855,40.863238,-73.926923,traffic_signals,4,,POINT (-73.926923 40.863238)
255,42427859,40.8635745,-73.9260124,traffic_signals,4,,POINT (-73.9260124 40.8635745)
256,42427863,40.864403,-73.923767,traffic_signals,4,,POINT (-73.923767 40.864403)
257,42427867,40.8651,-73.921884,traffic_signals,4,,POINT (-73.921884 40.8651)
258,42427870,40.865797,-73.919996,traffic_signals,4,,POINT (-73.919996 40.865797)
259,42427873,40.866315,-73.918596,traffic_signals,4,,POINT (-73.918596 40.866315)
260,42427877,40.866813,-73.917205,traffic_signals,3,,POINT (-73.917205 40.866813)
261,42427881,40.8272063,-73.9424535,traffic_signals,4,,POINT (-73.9424535 40.8272063)
262,42427883,40.827823,-73.941997,,3,,POINT (-73.941997 40.827823)
263,42427888,40.828447,-73.94154,,3,,POINT (-73.94154 40.828447)
264,42427891,40.829083,-73.941078,,3,,POINT (-73.941078 40.829083)
265,42427894,40.8302773,-73.9402064,traffic_signals,4,,POINT (-73.9402064 40.8302773)
266,42427915,40.7820388,-73.9717224,traffic_signals,4,,POINT (-73.9717224 40.7820388)
267,42427926,40.8745523,-73.9096352,traffic_signals,4,,POINT (-73.9096352 40.8745523)
268,42427934,40.8746713,-73.9110993,,3,,POINT (-73.9110993 40.8746713)
269,42427936,40.8750497,-73.9122655,,3,,POINT (-73.9122655 40.8750497)
270,42427939,40.8756706,-73.9128004,,3,,POINT (-73.9128004 40.8756706)
271,42427956,40.7045596,-74.0094849,,4,,POINT (-74.0094849 40.7045596)
272,42427965,40.7599137,-73.9588108,traffic_signals,4,,POINT (-73.9588108 40.7599137)
273,42427968,40.7605391,-73.9583585,traffic_signals,4,,POINT (-73.9583585 40.7605391)
274,42427970,40.7611816,-73.9579018,traffic_signals,5,,POINT (-73.9579018 40.7611816)
275,42427972,40.7617963,-73.9574532,traffic_signals,3,,POINT (-73.9574532 40.7617963)
276,42427975,40.7624248,-73.9569931,traffic_signals,3,,POINT (-73.9569931 40.7624248)
277,42427979,40.7630517,-73.9565342,traffic_signals,3,,POINT (-73.9565342 40.7630517)
278,42427985,40.7636731,-73.9560793,traffic_signals,3,,POINT (-73.9560793 40.7636731)
279,42427991,40.7642988,-73.9556211,traffic_signals,4,,POINT (-73.9556211 40.7642988)
280,42427996,40.7649207,-73.9551666,traffic_signals,3,,POINT (-73.9551666 40.7649207)
281,42428003,40.7655447,-73.9547105,traffic_signals,4,,POINT (-73.9547105 40.7655447)
282,42428005,40.7661832,-73.9542439,traffic_signals,4,,POINT (-73.9542439 40.7661832)
283,42428007,40.7668593,-73.9537482,traffic_signals,4,,POINT (-73.9537482 40.7668593)
284,42428010,40.7675409,-73.9532494,traffic_signals,4,,POINT (-73.9532494 40.7675409)
285,42428012,40.7681722,-73.9527922,traffic_signals,4,,POINT (-73.9527922 40.7681722)
286,42428013,40.768811,-73.9523297,traffic_signals,4,,POINT (-73.9523297 40.768811)
287,42428014,40.7694509,-73.9518664,traffic_signals,4,,POINT (-73.9518664 40.7694509)
288,42428015,40.770088,-73.951405,traffic_signals,4,,POINT (-73.951405 40.770088)
289,42428016,40.7707171,-73.950941,traffic_signals,4,,POINT (-73.950941 40.7707171)
290,42428020,40.771399,-73.9504381,traffic_signals,4,,POINT (-73.9504381 40.771399)
291,42428022,40.7720762,-73.9499354,traffic_signals,4,,POINT (-73.9499354 40.7720762)
292,42428024,40.7727093,-73.9494733,traffic_signals,4,,POINT (-73.9494733 40.7727093)
293,42428027,40.7733435,-73.9490103,traffic_signals,4,,POINT (-73.9490103 40.7733435)
294,42428029,40.7739755,-73.9485489,traffic_signals,4,,POINT (-73.9485489 40.7739755)
295,42428032,40.7746144,-73.9480825,traffic_signals,4,,POINT (-73.9480825 40.7746144)
296,42428034,40.775245,-73.9476222,traffic_signals,4,,POINT (-73.9476222 40.775245)
297,42428037,40.775932,-73.9471206,traffic_signals,4,,POINT (-73.9471206 40.775932)
298,42428039,40.7766022,-73.9466326,traffic_signals,4,,POINT (-73.9466326 40.7766022)
299,42428043,40.7772288,-73.9461764,traffic_signals,4,,POINT (-73.9461764 40.7772288)
300,42428045,40.777874,-73.9457066,traffic_signals,4,,POINT (-73.9457066 40.777874)
301,42428047,40.7784878,-73.9452597,traffic_signals,4,,POINT (-73.9452597 40.7784878)
302,42428049,40.779149,-73.944779,traffic_signals,3,,POINT (-73.944779 40.779149)
303,42428052,40.7797423,-73.9442883,traffic_signals,4,,POINT (-73.9442883 40.7797423)
304,42428061,40.7812798,-73.9759984,traffic_signals,3,,POINT (-73.9759984 40.7812798)
305,42428063,40.7824641,-73.9788209,traffic_signals,4,,POINT (-73.9788209 40.7824641)
306,42428065,40.7832069,-73.9805809,traffic_signals,4,,POINT (-73.9805809 40.7832069)
307,42428068,40.7836663,-73.9816706,traffic_signals,4,,POINT (-73.9816706 40.7836663)
308,42428072,40.7843551,-73.9832997,traffic_signals,3,,POINT (-73.9832997 40.7843551)
309,42428080,40.8474237,-73.9313827,traffic_signals,3,,POINT (-73.9313827 40.8474237)
310,42428082,40.848038,-73.932849,traffic_signals,4,,POINT (-73.932849 40.848038)
311,42428086,40.848626,-73.934239,traffic_signals,4,,POINT (-73.934239 40.848626)
312,42428090,40.849145,-73.935471,traffic_signals,4,,POINT (-73.935471 40.849145)
313,42428094,40.849541,-73.936397,traffic_signals,4,,POINT (-73.936397 40.849541)
314,42428103,40.8501784,-73.9396399,,4,,POINT (-73.9396399 40.8501784)
315,42428107,40.8503748,-73.9406064,stop,3,,POINT (-73.9406064 40.8503748)
